City,Customer Name,Customer Segment,Grouping Based on Unit Price,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Discount,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Albuquerque,Lauren Leatherbury,Corporate,A,9/10/2011,54084,Critical,Furniture,Jumbo Drum,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,West,7560,9/12/2011,Delivery Truck,New Mexico,87105,0.08,3,0.56,-69.66,160.52,14.19,50.98
Goleta,Damala Kotsonis,Corporate,A,4/12/2010,45409,Critical,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Chairs & Chairmats,West,6393,4/15/2010,Delivery Truck,California,93117,0.1,11,0.57,124.36,3427.31,58.95,320.98
Vacaville,Alejandro Savely,Corporate,A,9/22/2009,41440,High,Furniture,Jumbo Box,Hon 94000 Series Round Tables,Tables,West,5842,9/25/2009,Delivery Truck,California,95687,0.01,19,0.76,173.48,6070.96,54.12,296.18
Albuquerque,Lauren Leatherbury,Corporate,A,1/8/2012,54307,High,Furniture,Jumbo Box,Global Adaptabilities™ Conference Tables,Tables,West,7589,1/9/2012,Delivery Truck,New Mexico,87105,0.04,14,0.66,192.2,3849.8,35.67,280.98
San Francisco,Juliana Krohn,Corporate,A,3/23/2012,44261,High,Furniture,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,West,6250,3/25/2012,Delivery Truck,California,94110,0.05,34,0.77,-427.99,4771.89,36.09,140.98
Prescott Valley,Cindy Stewart,Corporate,A,6/4/2009,52002,High,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,West,7291,6/5/2009,Delivery Truck,Arizona,86314,0.06,11,0.77,-566.5,2489.85,69.64,218.75
Rancho Cucamonga,Dave Kipp,Corporate,A,2/20/2011,12486,High,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,West,1746,2/21/2011,Delivery Truck,California,91730,0.08,31,0.78,-1341.11,3081.33,57.38,100.98
Lehi,Ann Steele,Corporate,A,8/20/2012,36101,High,Furniture,Jumbo Box,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,West,5064,8/21/2012,Delivery Truck,Utah,84043,0.09,3,0.65,-271.26,446.05,53.48,140.98
Seatac,Andy Yotov,Corporate,A,4/20/2010,57281,High,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,West,8018,4/22/2010,Delivery Truck,Washington,98158,0.09,19,0.62,-220.84,1851.62,35.84,100.98
Post Falls,Tamara Manning,Corporate,A,9/22/2011,18593,High,Furniture,Jumbo Box,KI Conference Tables,Tables,West,2575,9/24/2011,Delivery Truck,Idaho,83854,0.09,19,0.72,-1280.6,1051.992,89.3,70.89
Orem,Bruce Money,Corporate,A,6/4/2010,26947,High,Furniture,Jumbo Drum,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,West,3773,6/7/2010,Delivery Truck,Utah,84057,0.01,4,0.59,-212.34,467.15,60,100.8
Federal Way,Ruben Dartt,Corporate,A,7/29/2010,57216,High,Furniture,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,West,8006,7/29/2010,Delivery Truck,Washington,98023,0.03,46,0.78,-545.82,12719.7,57,280.98
Arvada,Duane Noonan,Corporate,A,12/5/2012,23745,Low,Furniture,Jumbo Box,Hon Rectangular Conference Tables,Tables,West,3320,12/9/2012,Delivery Truck,Colorado,80004,0,47,0.68,1687.07,10941.23,32.48,227.55
Woodburn,Rick Wilson,Corporate,A,9/21/2010,35652,Low,Furniture,Jumbo Box,Hon 4-Shelf Metal Bookcases,Bookcases,West,5003,9/23/2010,Delivery Truck,Oregon,97071,0.01,21,0.6,226.63,2251.56,26.22,100.98
Spokane,Christine Abelman,Corporate,A,2/9/2009,40128,Low,Furniture,Jumbo Box,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Bookcases,West,5673,2/16/2009,Delivery Truck,Washington,99207,0.01,43,0.56,1445.36,10318.72,60.2,240.98
Fresno,Brendan Murry,Corporate,A,10/30/2012,26306,Low,Furniture,Jumbo Box,O'Sullivan Living Dimensions 3-Shelf Bookcases,Bookcases,West,3675,11/3/2012,Delivery Truck,California,93727,0.05,39,0.75,-737.41,7725.66,55.96,200.98
Eugene,Tom Boeckenhauer,Corporate,A,7/11/2012,14016,Low,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,West,1959,7/13/2012,Delivery Truck,Oregon,97405,0.05,9,0.63,-284.68,1137.62,51.94,124.49
Corvallis,Sonia Cooley,Corporate,A,8/21/2010,45511,Low,Furniture,Jumbo Box,Hon iLevel™ Computer Training Table,Tables,West,6405,8/28/2010,Delivery Truck,Oregon,97330,0.08,31,0.65,-1099.46,951.31,45.51,31.76
Carlsbad,Karl Brown,Corporate,A,4/20/2011,7812,Low,Furniture,Jumbo Box,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Tables,West,1057,4/22/2011,Delivery Truck,California,92008,0.09,12,0.66,104.48,3635.63,29.2,320.64
Napa,Alan Schoenberger,Corporate,A,1/2/2009,37537,Low,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Chairs & Chairmats,West,5272,1/2/2009,Delivery Truck,California,94559,0,4,0.56,-193.08,1239.06,48.8,291.73
Everett,Ruben Dartt,Corporate,A,10/31/2011,50726,Low,Furniture,Jumbo Drum,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,West,7109,11/4/2011,Delivery Truck,Washington,98208,0,45,0.58,2532,9248.74,23.76,200.98
Riverside,Deanra Eno,Corporate,A,8/29/2009,18402,Low,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,West,2536,9/5/2009,Delivery Truck,California,92503,0.03,5,0.6,-224.2,1548.45,69.55,284.98
Twentynine Palms,Tamara Willingham,Corporate,A,3/28/2012,22466,Low,Furniture,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,West,3128,4/4/2012,Delivery Truck,California,92277,0.07,31,0.69,241.06,5404.18,30,180.98
Napa,Alan Schoenberger,Corporate,A,1/2/2009,37537,Low,Furniture,Jumbo Drum,Hon Valutask™ Swivel Chairs,Chairs & Chairmats,West,5273,1/4/2009,Delivery Truck,California,94559,0.07,43,0.69,-1049.85,4083.19,45,100.98
Gillette,Jason Fortune,Corporate,A,5/6/2011,14883,Low,Furniture,Jumbo Drum,"Global Stack Chair without Arms, Black",Chairs & Chairmats,West,2082,5/11/2011,Delivery Truck,Wyoming,82716,0.07,38,0.6,-211.58,978.4,14.36,25.98
Draper,Kelly Williams,Corporate,A,4/19/2009,53798,Low,Furniture,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,West,7532,4/24/2009,Delivery Truck,Utah,84020,0.08,41,0.74,-1867.97,4987.73,70.2,122.99
Spanaway,Christine Abelman,Corporate,A,9/4/2009,25824,Medium,Furniture,Jumbo Box,Bretford Rectangular Conference Table Tops,Tables,West,3611,9/5/2009,Delivery Truck,Washington,98387,0,39,0.74,394.52,15341.46,85.63,376.13
Chandler,Ricardo Block,Corporate,A,3/18/2009,23751,Medium,Furniture,Jumbo Box,"Bush Cubix Collection Bookcases, Fully Assembled",Bookcases,West,3323,3/19/2009,Delivery Truck,Arizona,85224,0.01,44,0.62,1049.03,10364.36,64.66,220.98
Portland,Becky Pak,Corporate,A,11/16/2009,55490,Medium,Furniture,Jumbo Box,KI Conference Tables,Tables,West,7754,11/17/2009,Delivery Truck,Oregon,97206,0.04,3,0.72,-184.16,246.2,89.3,70.89
Layton,Alice McCarthy,Corporate,A,8/11/2011,54051,Medium,Furniture,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,West,7553,8/13/2011,Delivery Truck,Utah,84041,0.05,23,0.77,-307.46,3301.33,36.09,140.98
San Jose,Astrea Jones,Corporate,A,2/13/2011,10245,Medium,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,West,1410,2/14/2011,Delivery Truck,California,95123,0.06,27,0.78,-1231.98,2645.88,57.38,100.98
Hesperia,Dan Campbell,Corporate,A,5/22/2011,47553,Medium,Furniture,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Tables,West,6684,5/23/2011,Delivery Truck,California,92345,0.08,49,0.71,3918.54,20701.928,45.7,550.98
Berkeley,Speros Goranitis,Corporate,A,5/1/2011,30848,Medium,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,West,4327,5/3/2011,Delivery Truck,California,94704,0.09,13,0.62,298.83,4324.29,40.19,348.21
Menlo Park,Giulietta Dortch,Corporate,A,8/29/2010,9251,Medium,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,West,1274,8/31/2010,Delivery Truck,California,94025,0,38,0.66,-400.33,3632.6,42,89.99
Rexburg,Tamara Manning,Corporate,A,1/14/2009,43911,Medium,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Chairs & Chairmats,West,6202,1/16/2009,Delivery Truck,Idaho,83440,0.06,23,0.57,1278.45,7484.31,58.95,320.98
Provo,Cari Sayre,Corporate,A,7/24/2010,35046,Medium,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,West,4927,7/25/2010,Delivery Truck,Utah,84604,0.07,13,0.6,-113.08,3583.87,69.55,284.98
Pomona,Carlos Meador,Corporate,A,3/13/2010,7938,Medium,Furniture,Jumbo Drum,Global Deluxe High-Back Office Chair in Storm,Chairs & Chairmats,West,1081,3/15/2010,Delivery Truck,California,91767,0.1,16,0.76,-357.65,2026.05,28.63,135.99
Surprise,Dianna Vittorini,Corporate,A,3/18/2010,50118,Not Specified,Furniture,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,Tables,West,7022,3/19/2010,Delivery Truck,Arizona,85374,0,19,0.76,-409.79,337.38,27.75,15.23
Idaho Falls,Shaun Chance,Corporate,A,12/12/2010,45668,Not Specified,Furniture,Jumbo Box,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Bookcases,West,6424,12/13/2010,Delivery Truck,Idaho,83402,0.01,8,0.6,-298.9,704.77,55.81,81.94
Twentynine Palms,Tamara Willingham,Corporate,A,6/3/2009,11748,Not Specified,Furniture,Jumbo Box,Bevis Rectangular Conference Tables,Tables,West,1625,6/3/2009,Delivery Truck,California,92277,0.01,23,0.69,-168.14,3503.12,46.2,145.98
Yucaipa,Duane Noonan,Corporate,A,10/2/2009,15654,Not Specified,Furniture,Jumbo Box,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Bookcases,West,2176,10/4/2009,Delivery Truck,California,92399,0.03,27,0.55,1383.24,7937.59,54.92,300.98
Bullhead City,Quincy Jones,Corporate,A,10/8/2009,21541,Not Specified,Furniture,Jumbo Box,"Hon Metal Bookcases, Black",Bookcases,West,2983,10/10/2009,Delivery Truck,Arizona,86442,0.04,43,0.6,-78.36,3044.7,26.74,70.98
Idaho Falls,Shaun Chance,Corporate,A,10/21/2011,41987,Not Specified,Furniture,Jumbo Box,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Tables,West,5918,10/22/2011,Delivery Truck,Idaho,83402,0.05,25,0.66,1760.11,6481.048,29.2,320.64
Moscow,Mike Pelletier,Corporate,A,3/13/2012,35173,Not Specified,Furniture,Jumbo Box,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Bookcases,West,4947,3/15/2012,Delivery Truck,Idaho,83843,0.09,29,0.56,341.98,6483.26,60.2,240.98
Pendleton,Harold Dahlen,Corporate,A,2/19/2011,9696,Not Specified,Furniture,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs & Chairmats,West,1329,2/21/2011,Delivery Truck,Oregon,97801,0.03,13,0.55,539.69,3335.27,43.32,243.98
Lemon Grove,Bart Folk,Corporate,A,11/17/2012,35938,Not Specified,Furniture,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,West,5044,11/19/2012,Delivery Truck,California,91945,0.05,6,0.78,-448.25,1770.7,57,280.98
Foster City,Barry Weirich,Corporate,A,9/10/2010,52448,Not Specified,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Chairs & Chairmats,West,7361,9/11/2010,Delivery Truck,California,94404,0.05,22,0.57,803.48,6767.43,58.95,320.98
Fairfield,Tony Molinari,Corporate,A,12/30/2012,50950,Not Specified,Furniture,Jumbo Drum,Novimex Fabric Task Chair,Chairs & Chairmats,West,7141,12/30/2012,Delivery Truck,California,94533,0.06,6,0.7,-166.96,391.12,30,60.98
Oregon City,Becky Pak,Corporate,A,10/2/2011,29317,Not Specified,Furniture,Jumbo Drum,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,West,4120,10/4/2011,Delivery Truck,Oregon,97045,0.08,40,0.58,1774.53,7789.63,23.76,200.98
San Diego,Julia Barnett,Corporate,A,4/25/2011,56162,Not Specified,Furniture,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,West,7855,4/27/2011,Delivery Truck,California,92105,0.09,30,0.69,209.54,5217.79,30,180.98
La Quinta,Janet Martin,Corporate,A,2/11/2012,17093,Not Specified,Furniture,Jumbo Drum,Global Deluxe Office Fabric Chairs,Chairs & Chairmats,West,2365,2/13/2012,Delivery Truck,California,92253,0.1,50,0.58,-1335.32,4550.06,58.2,95.98
Oregon City,Becky Pak,Corporate,A,9/5/2010,9639,Not Specified,Furniture,Jumbo Drum,"Global Stack Chair without Arms, Black",Chairs & Chairmats,West,1318,9/7/2010,Delivery Truck,Oregon,97045,0.1,47,0.6,-335.22,1124.3,14.36,25.98
Murray,Anthony Jacobs,Home Office,A,1/5/2011,25028,Critical,Furniture,Jumbo Box,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Bookcases,West,3512,1/6/2011,Delivery Truck,Utah,84107,0.02,5,0.6,-211.36,477.39,55.81,81.94
Temecula,Ed Braxton,Home Office,A,12/7/2012,20450,Critical,Furniture,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",Tables,West,2833,12/10/2012,Delivery Truck,California,92592,0.03,26,0.61,506.71,6878.55,66.67,259.71
Redmond,Andrew Roberts,Home Office,A,11/21/2012,22817,Critical,Furniture,Jumbo Box,Bevis Boat-Shaped Conference Table,Tables,West,3170,11/23/2012,Delivery Truck,Washington,98052,0.05,27,0.75,-740.07,6785.86,62.74,262.11
Costa Mesa,Nicole Brennan,Home Office,A,2/14/2009,48836,Critical,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,West,6856,2/16/2009,Delivery Truck,California,92627,0.09,8,0.62,-93.850000000,2651.21,40.19,348.21
Great Falls,Lisa Ryan,Home Office,A,12/8/2012,49798,Critical,Furniture,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,West,6968,12/9/2012,Delivery Truck,Montana,59405,0.09,5,0.78,-517.83,1424.95,57,280.98
Tacoma,Christopher Conant,Home Office,A,6/1/2012,23911,Critical,Furniture,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,West,3342,6/2/2012,Delivery Truck,Washington,98408,0.1,21,0.74,-1050.77,2580.67,70.2,122.99
San Carlos,Jennifer Patt,Home Office,A,12/20/2010,59173,High,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,West,8278,12/21/2010,Delivery Truck,California,94070,0.01,27,0.62,36.94,2896.99,35.84,100.98
Santa Ana,Bryan Spruell,Home Office,A,5/10/2010,16641,High,Furniture,Jumbo Box,Hon 61000 Series Interactive Training Tables,Tables,West,2308,5/11/2010,Delivery Truck,California,92704,0.03,33,0.67,-1052.79,1209.168,46.59,44.43
Mission Viejo,Corey Lock,Home Office,A,7/26/2010,45254,High,Furniture,Jumbo Box,KI Conference Tables,Tables,West,6377,7/27/2010,Delivery Truck,California,92691,0.06,45,0.69,-3033.57,3327.84,89.3,70.89
Provo,Cari Sayre,Home Office,A,5/30/2012,27138,High,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,West,3810,6/1/2012,Delivery Truck,Utah,84604,0.07,31,0.62,-277.63,2976.21,35.84,100.98
Redwood City,Dean Katz,Home Office,A,7/1/2011,58433,High,Furniture,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,Tables,West,8175,7/3/2011,Delivery Truck,California,94061,0.09,20,0.71,541.01,5989.048,42.52,400.98
Redwood City,Dean Katz,Home Office,A,7/1/2011,58433,High,Furniture,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,West,8173,7/2/2011,Delivery Truck,California,94061,0.01,11,0.69,-45.02,2020.58,30,180.98
San Francisco,Karen Carlisle,Home Office,A,12/10/2011,21927,High,Furniture,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,West,3063,12/11/2011,Delivery Truck,California,94110,0.06,23,0.61,1909.03,8225.24,30,350.98
San Bernardino,Jennifer Patt,Home Office,A,4/20/2010,40068,Low,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,West,5665,4/20/2010,Delivery Truck,California,92404,0,24,0.62,1903.1,6717.784,40.19,348.21
Los Banos,Brad Thomas,Home Office,A,9/20/2010,27745,Low,Furniture,Jumbo Box,BPI Conference Tables,Tables,West,3883,9/24/2010,Delivery Truck,California,93635,0.01,41,0.71,-1704.89,6126.93,80.2,146.05
Mcminnville,Alex Russell,Home Office,A,4/2/2010,19812,Low,Furniture,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Tables,West,2744,4/7/2010,Delivery Truck,Oregon,97128,0.01,3,0.71,-163.2,1358.776,45.7,550.98
San Carlos,Julia Barnett,Home Office,A,12/10/2011,12262,Low,Furniture,Jumbo Box,Hon iLevel™ Computer Training Table,Tables,West,1708,12/15/2011,Delivery Truck,California,94070,0.02,45,0.65,-1460.77,1212.928,45.51,31.76
Mcminnville,Alyssa Crouse,Home Office,A,3/14/2010,38791,Low,Furniture,Jumbo Box,KI Conference Tables,Tables,West,5463,3/21/2010,Delivery Truck,Oregon,97128,0.03,24,0.69,-1565.89,1457.712,89.3,70.89
Tucson,Ed Braxton,Home Office,A,6/8/2010,27969,Low,Furniture,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,West,3920,6/15/2010,Delivery Truck,Arizona,85705,0.04,43,0.69,-824.09,5677.87,54.74,130.98
Modesto,Corey Lock,Home Office,A,5/3/2012,51267,Low,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,West,7186,5/8/2012,Delivery Truck,California,95351,0.08,46,0.62,-335.77,4394.78,35.84,100.98
Albuquerque,Lauren Leatherbury,Home Office,A,7/21/2011,55845,Low,Furniture,Jumbo Box,Bush Mission Pointe Library,Bookcases,West,7805,7/25/2011,Delivery Truck,New Mexico,87105,0.1,29,0.65,-865.88,4203.88,66.27,150.98
San Bernardino,Jennifer Patt,Home Office,A,4/20/2010,40068,Low,Furniture,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,West,5663,4/22/2010,Delivery Truck,California,92404,0.02,1,0.62,-90.41,200.38,30,160.98
Englewood,Greg Matthias,Home Office,A,1/12/2009,7461,Low,Furniture,Jumbo Drum,Global Leather Executive Chair,Chairs & Chairmats,West,1024,1/14/2009,Delivery Truck,Colorado,80112,0.05,12,0.55,593.79,4080.3,39,350.99
Saratoga,David Kendrick,Home Office,A,4/10/2009,29284,Medium,Furniture,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,Tables,West,4116,4/12/2009,Delivery Truck,California,95070,0.01,20,0.71,1116.02,6449.056,42.52,400.98
Mission Viejo,Corey Lock,Home Office,A,4/29/2010,38850,Medium,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,West,5466,5/1/2010,Delivery Truck,California,92691,0.02,34,0.62,-4560.43,12570.74,40.19,348.21
Yakima,Frank Hawley,Home Office,A,3/20/2010,33283,Medium,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,West,4677,3/20/2010,Delivery Truck,Washington,98902,0.02,48,0.77,-1402.68,10462.54,69.64,218.75
Temecula,Ed Braxton,Home Office,A,10/26/2010,14981,Medium,Furniture,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,Tables,West,2096,10/28/2010,Delivery Truck,California,92592,0.03,8,0.76,-160.39,154.21,27.75,15.23
Richland,Andrew Roberts,Home Office,A,7/2/2009,57827,Medium,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,West,8102,7/4/2009,Delivery Truck,Washington,99352,0.05,24,0.62,-111.4,2453.3,35.84,100.98
Twentynine Palms,Tamara Willingham,Home Office,A,8/28/2009,47877,Medium,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,West,6724,8/30/2009,Delivery Truck,California,92277,0.07,19,0.77,-691.31,3240.728,69.64,218.75
Albuquerque,Lauren Leatherbury,Home Office,A,11/24/2012,34976,Medium,Furniture,Jumbo Drum,Bevis Steel Folding Chairs,Chairs & Chairmats,West,4910,11/26/2012,Delivery Truck,New Mexico,87105,0.02,45,0.57,-1523.77,4475,74.35,95.95
Costa Mesa,Nicole Brennan,Home Office,A,6/19/2012,33222,Medium,Furniture,Jumbo Drum,Novimex Fabric Task Chair,Chairs & Chairmats,West,4670,6/20/2012,Delivery Truck,California,92627,0.1,30,0.7,-626.08,1676.46,30,60.98
Yuma,Ed Braxton,Home Office,A,11/13/2010,39139,Not Specified,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,West,5521,11/15/2010,Delivery Truck,Arizona,85364,0.01,50,0.61,-719.17,3000.88,36.61,58.14
Oro Valley,Bruce Degenhardt,Home Office,A,4/21/2011,52261,Not Specified,Furniture,Jumbo Box,Bush Advantage Collection® Round Conference Table,Tables,West,7334,4/22/2011,Delivery Truck,Arizona,85737,0.02,49,0.64,611.11,10261.25,52.2,212.6
Richland,Andrew Roberts,Home Office,A,3/8/2012,49602,Not Specified,Furniture,Jumbo Box,Bush Mission Pointe Library,Bookcases,West,6945,3/9/2012,Delivery Truck,Washington,99352,0.03,31,0.65,-519.94,4878.64,66.27,150.98
Reno,Daniel Byrd,Home Office,A,10/29/2010,12902,Not Specified,Furniture,Jumbo Box,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Bookcases,West,1804,10/31/2010,Delivery Truck,Nevada,89502,0.04,30,0.68,-765.5,3645.45,56.7,120.98
Redwood City,Dean Katz,Home Office,A,8/24/2009,19429,Not Specified,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,West,2685,8/24/2009,Delivery Truck,California,94061,0.05,2,0.63,-84.93,240.24,51.94,124.49
Redwood City,Dean Katz,Home Office,A,1/18/2010,24610,Not Specified,Furniture,Jumbo Drum,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,West,3451,1/20/2010,Delivery Truck,California,94061,0.01,4,0.58,-79.96,883.31,23.76,200.98
San Gabriel,Aaron Hawkins,Home Office,A,12/13/2009,16102,Not Specified,Furniture,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,West,2228,12/15/2009,Delivery Truck,California,91776,0.02,25,0.6,4089.27,13255.93,26,500.98
Concord,Nicole Brennan,Home Office,A,12/10/2011,22848,Not Specified,Furniture,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,West,3177,12/12/2011,Delivery Truck,California,94521,0.02,45,0.78,-287.62,5921.74,30,130.98
Twentynine Palms,Thea Hendricks,Home Office,A,7/21/2012,22465,Not Specified,Furniture,Jumbo Drum,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Chairs & Chairmats,West,3127,7/22/2012,Delivery Truck,California,92277,0.04,4,0.77,-454.8,1121.78,50,270.98
Holladay,Larry Tron,Home Office,A,1/21/2009,32800,Not Specified,Furniture,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,West,4600,1/22/2009,Delivery Truck,Utah,84117,0.04,33,0.64,1161.75,11336.37,58.92,355.98
Casper,Frank Hawley,Home Office,A,10/8/2010,47360,Not Specified,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,West,6657,10/10/2010,Delivery Truck,Wyoming,82604,0.05,25,0.66,-514.18,2200.64,42,89.99
Oceanside,Corey Catlett,Home Office,A,10/3/2010,52292,Not Specified,Furniture,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,West,7340,10/4/2010,Delivery Truck,California,92054,0.06,18,0.78,-261.77,2379.15,30,130.98
Burbank,Tom Prescott,Small Business,A,1/11/2010,42567,Critical,Furniture,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,Tables,West,6011,1/13/2010,Delivery Truck,California,91505,0,12,0.65,-18.81,1940.32,43.75,146.34
Casas Adobes,Quincy Jones,Small Business,A,11/2/2011,56577,Critical,Furniture,Jumbo Box,Hon 94000 Series Round Tables,Tables,West,7909,11/3/2011,Delivery Truck,Arizona,85704,0.02,30,0.76,698.67,7497.08,54.12,296.18
Fresno,Benjamin Venier,Small Business,A,3/10/2011,27554,Critical,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,West,3862,3/12/2011,Delivery Truck,California,93727,0.02,45,0.62,3985.11,12685.544,40.19,348.21
Tooele,Frank Gastineau,Small Business,A,11/3/2011,54116,Critical,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,West,7564,11/4/2011,Delivery Truck,Utah,84074,0.05,22,0.7,350,3329.27,16.01,150.98
Lewiston,Quincy Jones,Small Business,A,11/2/2011,56577,Critical,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,West,7910,11/4/2011,Delivery Truck,Idaho,83501,0.08,19,0.61,-351.51,1134.2,36.61,58.14
Hobbs,Matthew Grinstein,Small Business,A,8/21/2009,43301,Critical,Furniture,Jumbo Drum,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Chairs & Chairmats,West,6113,8/22/2009,Delivery Truck,New Mexico,88240,0,33,0.61,-80.86,3537.84,42,100.89
Eagle,Tom Prescott,Small Business,A,10/11/2012,58722,Critical,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,West,8213,10/13/2012,Delivery Truck,Idaho,83616,0.05,45,0.66,-699.72,4042.96,42,89.99
Las Cruces,Mitch Gastineau,Small Business,A,5/22/2009,22818,Critical,Furniture,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,West,3171,5/24/2009,Delivery Truck,New Mexico,88001,0.1,50,0.78,-592.43,6277.75,30,130.98
